NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150,150,150,150,150,150,150,150,150,150
295,295,295,295,295,295,295,295,295,295
2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
7500,7500,7500,7500,7500,7500,7500,7500,7500,7500
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
55,55,55,55,55,55,55,55,55,55
201,201,201,201,201,201,201,201,201,201
